t,agent_id,digit,x,y,z,brightness,role,model
0.04,30,1,0.9212,0.7479,120.0,0.0,follower,RL-SAC
0.04,31,1,0.9203,0.7585,120.0,0.0,follower,RL-PPO
0.04,32,1,0.9207,0.7669,120.0,0.0,follower,Classical-MPC
0.04,33,1,0.919,0.7748,120.0,0.0,follower,Classical-MPC
0.04,34,1,0.92,0.7825,120.0,0.0,follower,RL-SAC
0.04,35,1,0.9187,0.7904,120.0,0.0,follower,DL-CNN (vision)
0.04,36,1,0.9187,0.8009,120.0,0.0,edge-relay,IL-BC (behavior cloning)
0.04,37,1,0.9211,0.8087,120.0,0.0,follower,Classical-MPC
0.04,38,1,0.9191,0.8158,120.0,0.0,follower,RL-PPO
0.04,39,1,0.9203,0.8243,120.0,0.0,follower,DL-Transformer (coord)
0.04,40,1,0.9202,0.8336,120.0,0.0,follower,Classical-MPC
0.04,41,1,0.9194,0.8426,120.0,0.0,follower,DL-Transformer (coord)
0.04,42,1,0.9213,0.8505,120.0,0.0,follower,RL-PPO
0.04,43,1,0.9186,0.8612,120.0,0.0,follower,RL-PPO
0.04,44,1,0.9195,0.8697,120.0,0.0,follower,RL-SAC
0.04,45,1,0.9188,0.8767,120.0,0.0,follower,Classical-MPC
0.04,46,1,0.9207,0.886,120.0,0.0,follower,RL-PPO
0.04,47,1,0.9192,0.8938,120.0,0.0,follower,RL-PPO
0.04,48,1,0.9203,0.9042,120.0,0.0,safety-sentry,DL-CNN (vision)
0.04,49,1,0.9211,0.9113,120.0,0.0,follower,RL-PPO
0.04,50,1,0.9187,0.92,120.0,0.0,follower,RL-PPO
0.04,51,1,0.9198,0.0812,120.0,0.0,follower,RL-PPO
0.04,52,1,0.9201,0.0896,120.0,0.0,follower,DL-Transformer (coord)
0.04,53,1,0.9196,0.0974,120.0,0.0,follower,IL-BC (behavior cloning)
0.04,54,1,0.9196,0.1052,120.0,0.0,follower,DL-CNN (vision)
0.04,55,1,0.9202,0.1148,120.0,0.0,follower,RL-PPO
0.04,56,1,0.9211,0.1221,120.0,0.0,leader,DL-CNN (vision)
0.04,57,1,0.9206,0.1321,120.0,0.0,follower,DL-Transformer (coord)
0.04,58,1,0.9211,0.1392,120.0,0.0,follower,Classical-MPC
0.04,59,1,0.9213,0.1474,120.0,0.0,follower,Classical-MPC
0.04,60,1,0.9198,0.1584,120.0,0.0,follower,RL-SAC
0.04,61,1,0.9201,0.1651,120.0,0.0,safety-sentry,RL-PPO
0.04,62,1,0.92,0.1742,120.0,0.0,follower,Classical-MPC
0.04,63,1,0.9204,0.1828,120.0,0.0,leader,Classical-MPC
0.04,64,1,0.9212,0.1911,120.0,0.0,follower,DL-CNN (vision)
0.04,65,1,0.9195,0.2012,120.0,0.0,follower,IL-BC (behavior cloning)
0.04,66,1,0.9213,0.2085,120.0,0.0,follower,Classical-MPC
0.04,67,1,0.921,0.2164,120.0,0.0,safety-sentry,DL-Transformer (coord)
0.04,68,1,0.9201,0.2266,120.0,0.0,safety-sentry,Classical-MPC
0.04,69,1,0.921,0.2332,120.0,0.0,edge-relay,RL-PPO
0.04,70,1,0.9203,0.243,120.0,0.0,follower,RL-SAC
0.04,71,1,0.9201,0.2522,120.0,0.0,edge-relay,RL-SAC
0.04,72,1,0.9193,0.2589,120.0,0.0,follower,RL-PPO
0.04,73,1,0.9211,0.2688,120.0,0.0,follower,Classical-MPC
0.04,74,1,0.9214,0.2757,120.0,0.0,follower,RL-PPO
0.04,75,1,0.9197,0.2854,120.0,0.0,follower,DL-Transformer (coord)
0.04,76,1,0.9211,0.2937,120.0,0.0,follower,RL-PPO
0.04,77,1,0.9201,0.3036,120.0,0.0,follower,DL-CNN (vision)
0.04,78,1,0.9195,0.3114,120.0,0.0,follower,DL-CNN (vision)
0.04,79,1,0.9196,0.3199,120.0,0.0,follower,RL-SAC
0.04,80,1,0.9212,0.3279,120.0,0.0,follower,DL-Transformer (coord)
0.04,81,1,0.9203,0.3385,120.0,0.0,follower,DL-Transformer (coord)
0.04,82,1,0.9207,0.3469,120.0,0.0,follower,DL-CNN (vision)
0.04,83,1,0.919,0.3548,120.0,0.0,follower,IL-BC (behavior cloning)
0.04,84,1,0.92,0.3625,120.0,0.0,follower,RL-PPO
0.04,85,1,0.9187,0.3704,120.0,0.0,edge-relay,RL-SAC
0.04,86,1,0.9187,0.3809,120.0,0.0,follower,DL-CNN (vision)
0.04,87,1,0.9211,0.3887,120.0,0.0,follower,DL-CNN (vision)
0.04,88,1,0.9191,0.3958,120.0,0.0,follower,RL-SAC
0.04,89,1,0.9203,0.4043,120.0,0.0,edge-relay,Classical-MPC
0.04,90,1,0.9202,0.4136,120.0,0.0,follower,Classical-MPC
0.04,91,1,0.9194,0.4226,120.0,0.0,edge-relay,RL-PPO
0.04,92,1,0.9213,0.4305,120.0,0.0,safety-sentry,DL-CNN (vision)
0.04,93,1,0.9186,0.4412,120.0,0.0,leader,RL-SAC
0.04,94,1,0.9195,0.4497,120.0,0.0,edge-relay,DL-CNN (vision)
0.04,95,1,0.9188,0.4567,120.0,0.0,follower,RL-SAC
0.04,96,1,0.9207,0.466,120.0,0.0,follower,DL-Transformer (coord)
0.04,97,1,0.9192,0.4738,120.0,0.0,edge-relay,Classical-MPC
0.04,98,1,0.9203,0.4842,120.0,0.0,follower,DL-CNN (vision)
0.04,99,1,0.9211,0.4913,120.0,0.0,follower,DL-Transformer (coord)
0.04,100,1,0.9187,0.5,120.0,0.0,follower,DL-Transformer (coord)
0.08,1,1,0.9198,0.5012,120.0,0.0,leader,RL-PPO
0.08,2,1,0.9201,0.5096,120.0,0.0,follower,DL-CNN (vision)
0.08,3,1,0.9196,0.5174,120.0,0.0,follower,Classical-MPC
0.08,4,1,0.9196,0.5252,120.0,0.0,follower,DL-CNN (vision)
0.08,5,1,0.9202,0.5348,120.0,0.0,safety-sentry,DL-Transformer (coord)
0.08,6,1,0.9211,0.5421,120.0,0.0,follower,IL-BC (behavior cloning)
0.08,7,1,0.9206,0.5521,120.0,0.0,follower,Classical-MPC
0.08,8,1,0.9211,0.5592,120.0,0.0,leader,IL-BC (behavior cloning)
0.08,9,1,0.9213,0.5674,120.0,0.0,follower,RL-PPO
0.08,10,1,0.9198,0.5784,120.0,0.0,follower,DL-CNN (vision)
0.08,11,1,0.9201,0.5851,120.0,0.0,follower,DL-CNN (vision)
0.08,12,1,0.92,0.5942,120.0,0.0,edge-relay,RL-PPO
0.08,13,1,0.9204,0.6028,120.0,0.0,follower,DL-Transformer (coord)
0.08,14,1,0.9212,0.6111,120.0,0.0,leader,DL-Transformer (coord)
0.08,15,1,0.9195,0.6212,120.0,0.0,follower,Classical-MPC
0.08,16,1,0.9213,0.6285,120.0,0.0,safety-sentry,Classical-MPC
0.08,17,1,0.921,0.6364,120.0,0.0,follower,RL-PPO
0.08,18,1,0.9201,0.6466,120.0,0.0,follower,RL-SAC
0.08,19,1,0.921,0.6532,120.0,0.0,safety-sentry,DL-Transformer (coord)
0.08,20,1,0.9203,0.663,120.0,0.0,leader,RL-PPO
0.08,21,1,0.9201,0.6722,120.0,0.0,follower,RL-SAC
0.08,22,1,0.9193,0.6789,120.0,0.0,safety-sentry,DL-Transformer (coord)
0.08,23,1,0.9211,0.6888,120.0,0.0,follower,RL-PPO
0.08,24,1,0.9214,0.6957,120.0,0.0,follower,IL-BC (behavior cloning)
0.08,25,1,0.9197,0.7054,120.0,0.0,safety-sentry,Classical-MPC
0.08,26,1,0.9211,0.7137,120.0,0.0,follower,RL-PPO
0.08,27,1,0.9201,0.7236,120.0,0.0,follower,DL-Transformer (coord)
0.08,28,1,0.9195,0.7314,120.0,0.0,follower,IL-BC (behavior cloning)
0.08,29,1,0.9196,0.7399,120.0,0.0,follower,Classical-MPC
0.08,30,1,0.9212,0.7479,120.0,0.0,follower,RL-SAC
0.08,31,1,0.9203,0.7585,120.0,0.0,follower,RL-PPO
0.08,32,1,0.9207,0.7669,120.0,0.0,follower,Classical-MPC
0.08,33,1,0.919,0.7748,120.0,0.0,follower,Classical-MPC
0.08,34,1,0.92,0.7825,120.0,0.0,follower,RL-SAC
0.08,35,1,0.9187,0.7904,120.0,0.0,follower,DL-CNN (vision)
0.08,36,1,0.9187,0.8009,120.0,0.0,edge-relay,IL-BC (behavior cloning)
0.08,37,1,0.9211,0.8087,120.0,0.0,follower,Classical-MPC
0.08,38,1,0.9191,0.8158,120.0,0.0,follower,RL-PPO
0.08,39,1,0.9203,0.8243,120.0,0.0,follower,DL-Transformer (coord)
0.08,40,1,0.9202,0.8336,120.0,0.0,follower,Classical-MPC
0.08,41,1,0.9194,0.8426,120.0,0.0,follower,DL-Transformer (coord)
0.08,42,1,0.9213,0.8505,120.0,0.0,follower,RL-PPO
0.08,43,1,0.9186,0.8612,120.0,0.0,follower,RL-PPO
0.08,44,1,0.9195,0.8697,120.0,0.0,follower,RL-SAC
0.08,45,1,0.9188,0.8767,120.0,0.0,follower,Classical-MPC
0.08,46,1,0.9207,0.886,120.0,0.0,follower,RL-PPO
0.08,47,1,0.9192,0.8938,120.0,0.0,follower,RL-PPO
0.08,48,1,0.9203,0.9042,120.0,0.0,safety-sentry,DL-CNN (vision)
0.08,49,1,0.9211,0.9113,120.0,0.0,follower,RL-PPO
0.08,50,1,0.9187,0.92,120.0,0.0,follower,RL-PPO
0.08,51,1,0.9198,0.0812,120.0,0.0,follower,RL-PPO
0.08,52,1,0.9201,0.0896,120.0,0.0,follower,DL-Transformer (coord)
0.08,53,1,0.9196,0.0974,120.0,0.0,follower,IL-BC (behavior cloning)
0.08,54,1,0.9196,0.1052,120.0,0.0,follower,DL-CNN (vision)
0.08,55,1,0.9202,0.1148,120.0,0.0,follower,RL-PPO
0.08,56,1,0.9211,0.1221,120.0,0.0,leader,DL-CNN (vision)
0.08,57,1,0.9206,0.1321,120.0,0.0,follower,DL-Transformer (coord)
0.08,58,1,0.9211,0.1392,120.0,0.0,follower,Classical-MPC
0.08,59,1,0.9213,0.1474,120.0,0.0,follower,Classical-MPC
0.08,60,1,0.9198,0.1584,120.0,0.0,follower,RL-SAC
0.08,61,1,0.9201,0.1651,120.0,0.0,safety-sentry,RL-PPO
0.08,62,1,0.92,0.1742,120.0,0.0,follower,Classical-MPC
0.08,63,1,0.9204,0.1828,120.0,0.0,leader,Classical-MPC
0.08,64,1,0.9212,0.1911,120.0,0.0,follower,DL-CNN (vision)
0.08,65,1,0.9195,0.2012,120.0,0.0,follower,IL-BC (behavior cloning)
0.08,66,1,0.9213,0.2085,120.0,0.0,follower,Classical-MPC
0.08,67,1,0.921,0.2164,120.0,0.0,safety-sentry,DL-Transformer (coord)
0.08,68,1,0.9201,0.2266,120.0,0.0,safety-sentry,Classical-MPC
0.08,69,1,0.921,0.2332,120.0,0.0,edge-relay,RL-PPO
0.08,70,1,0.9203,0.243,120.0,0.0,follower,RL-SAC
0.08,71,1,0.9201,0.2522,120.0,0.0,edge-relay,RL-SAC
0.08,72,1,0.9193,0.2589,120.0,0.0,follower,RL-PPO
0.08,73,1,0.9211,0.2688,120.0,0.0,follower,Classical-MPC
0.08,74,1,0.9214,0.2757,120.0,0.0,follower,RL-PPO
0.08,75,1,0.9197,0.2854,120.0,0.0,follower,DL-Transformer (coord)
0.08,76,1,0.9211,0.2937,120.0,0.0,follower,RL-PPO
0.08,77,1,0.9201,0.3036,120.0,0.0,follower,DL-CNN (vision)
0.08,78,1,0.9195,0.3114,120.0,0.0,follower,DL-CNN (vision)
0.08,79,1,0.9196,0.3199,120.0,0.0,follower,RL-SAC
0.08,80,1,0.9212,0.3279,120.0,0.0,follower,DL-Transformer (coord)
0.08,81,1,0.9203,0.3385,120.0,0.0,follower,DL-Transformer (coord)
0.08,82,1,0.9207,0.3469,120.0,0.0,follower,DL-CNN (vision)
0.08,83,1,0.919,0.3548,120.0,0.0,follower,IL-BC (behavior cloning)
0.08,84,1,0.92,0.3625,120.0,0.0,follower,RL-PPO
0.08,85,1,0.9187,0.3704,120.0,0.0,edge-relay,RL-SAC
0.08,86,1,0.9187,0.3809,120.0,0.0,follower,DL-CNN (vision)
0.08,87,1,0.9211,0.3887,120.0,0.0,follower,DL-CNN (vision)
0.08,88,1,0.9191,0.3958,120.0,0.0,follower,RL-SAC
0.08,89,1,0.9203,0.4043,120.0,0.0,edge-relay,Classical-MPC
0.08,90,1,0.9202,0.4136,120.0,0.0,follower,Classical-MPC
0.08,91,1,0.9194,0.4226,120.0,0.0,edge-relay,RL-PPO
0.08,92,1,0.9213,0.4305,120.0,0.0,safety-sentry,DL-CNN (vision)
0.08,93,1,0.9186,0.4412,120.0,0.0,leader,RL-SAC
0.08,94,1,0.9195,0.4497,120.0,0.0,edge-relay,DL-CNN (vision)
0.08,95,1,0.9188,0.4567,120.0,0.0,follower,RL-SAC
0.08,96,1,0.9207,0.466,120.0,0.0,follower,DL-Transformer (coord)
0.08,97,1,0.9192,0.4738,120.0,0.0,edge-relay,Classical-MPC
0.08,98,1,0.9203,0.4842,120.0,0.0,follower,DL-CNN (vision)
0.08,99,1,0.9211,0.4913,120.0,0.0,follower,DL-Transformer (coord)
0.08,100,1,0.9187,0.5,120.0,0.0,follower,DL-Transformer (coord)
0.12,1,1,0.9198,0.5012,120.0,0.0,leader,RL-PPO
0.12,2,1,0.9201,0.5096,120.0,0.0,follower,DL-CNN (vision)
0.12,3,1,0.9196,0.5174,120.0,0.0,follower,Classical-MPC
0.12,4,1,0.9196,0.5252,120.0,0.0,follower,DL-CNN (vision)
0.12,5,1,0.9202,0.5348,120.0,0.0,safety-sentry,DL-Transformer (coord)
0.12,6,1,0.9211,0.5421,120.0,0.0,follower,IL-BC (behavior cloning)
0.12,7,1,0.9206,0.5521,120.0,0.0,follower,Classical-MPC
0.12,8,1,0.9211,0.5592,120.0,0.0,leader,IL-BC (behavior cloning)
0.12,9,1,0.9213,0.5674,120.0,0.0,follower,RL-PPO
0.12,10,1,0.9198,0.5784,120.0,0.0,follower,DL-CNN (vision)
0.12,11,1,0.9201,0.5851,120.0,0.0,follower,DL-CNN (vision)
0.12,12,1,0.92,0.5942,120.0,0.0,edge-relay,RL-PPO
0.12,13,1,0.9204,0.6028,120.0,0.0,follower,DL-Transformer (coord)
0.12,14,1,0.9212,0.6111,120.0,0.0,leader,DL-Transformer (coord)
0.12,15,1,0.9195,0.6212,120.0,0.0,follower,Classical-MPC
0.12,16,1,0.9213,0.6285,120.0,0.0,safety-sentry,Classical-MPC
0.12,17,1,0.921,0.6364,120.0,0.0,follower,RL-PPO
0.12,18,1,0.9201,0.6466,120.0,0.0,follower,RL-SAC
0.12,19,1,0.921,0.6532,120.0,0.0,safety-sentry,DL-Transformer (coord)
0.12,20,1,0.9203,0.663,120.0,0.0,leader,RL-PPO
0.12,21,1,0.9201,0.6722,120.0,0.0,follower,RL-SAC
0.12,22,1,0.9193,0.6789,120.0,0.0,safety-sentry,DL-Transformer (coord)
0.12,23,1,0.9211,0.6888,120.0,0.0,follower,RL-PPO
0.12,24,1,0.9214,0.6957,120.0,0.0,follower,IL-BC (behavior cloning)
0.12,25,1,0.9197,0.7054,120.0,0.0,safety-sentry,Classical-MPC
0.12,26,1,0.9211,0.7137,120.0,0.0,follower,RL-PPO
0.12,27,1,0.9201,0.7236,120.0,0.0,follower,DL-Transformer (coord)
0.12,28,1,0.9195,0.7314,120.0,0.0,follower,IL-BC (behavior cloning)
0.12,29,1,0.9196,0.7399,120.0,0.0,follower,Classical-MPC
0.12,30,1,0.9212,0.7479,120.0,0.0,follower,RL-SAC
0.12,31,1,0.9203,0.7585,120.0,0.0,follower,RL-PPO
0.12,32,1,0.9207,0.7669,120.0,0.0,follower,Classical-MPC
0.12,33,1,0.919,0.7748,120.0,0.0,follower,Classical-MPC
0.12,34,1,0.92,0.7825,120.0,0.0,follower,RL-SAC
0.12,35,1,0.9187,0.7904,120.0,0.0,follower,DL-CNN (vision)
0.12,36,1,0.9187,0.8009,120.0,0.0,edge-relay,IL-BC (behavior cloning)
0.12,37,1,0.9211,0.8087,120.0,0.0,follower,Classical-MPC
0.12,38,1,0.9191,0.8158,120.0,0.0,follower,RL-PPO
0.12,39,1,0.9203,0.8243,120.0,0.0,follower,DL-Transformer (coord)
0.12,40,1,0.9202,0.8336,120.0,0.0,follower,Classical-MPC
0.12,41,1,0.9194,0.8426,120.0,0.0,follower,DL-Transformer (coord)
0.12,42,1,0.9213,0.8505,120.0,0.0,follower,RL-PPO
0.12,43,1,0.9186,0.8612,120.0,0.0,follower,RL-PPO
0.12,44,1,0.9195,0.8697,120.0,0.0,follower,RL-SAC
0.12,45,1,0.9188,0.8767,120.0,0.0,follower,Classical-MPC
0.12,46,1,0.9207,0.886,120.0,0.0,follower,RL-PPO
0.12,47,1,0.9192,0.8938,120.0,0.0,follower,RL-PPO
0.12,48,1,0.9203,0.9042,120.0,0.0,safety-sentry,DL-CNN (vision)
0.12,49,1,0.9211,0.9113,120.0,0.0,follower,RL-PPO
0.12,50,1,0.9187,0.92,120.0,0.0,follower,RL-PPO
0.12,51,1,0.9198,0.0812,120.0,0.0,follower,RL-PPO
0.12,52,1,0.9201,0.0896,120.0,0.0,follower,DL-Transformer (coord)
0.12,53,1,0.9196,0.0974,120.0,0.0,follower,IL-BC (behavior cloning)
0.12,54,1,0.9196,0.1052,120.0,0.0,follower,DL-CNN (vision)
0.12,55,1,0.9202,0.1148,120.0,0.0,follower,RL-PPO
0.12,56,1,0.9211,0.1221,120.0,0.0,leader,DL-CNN (vision)
0.12,57,1,0.9206,0.1321,120.0,0.0,follower,DL-Transformer (coord)
0.12,58,1,0.9211,0.1392,120.0,0.0,follower,Classical-MPC
0.12,59,1,0.9213,0.1474,120.0,0.0,follower,Classical-MPC
